
Sync-Point 0, TimeBin=0, Time: 0.01, Redshift: 99, Systemstep: 0, Dloga: 0, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 478, TimeBin=19, Time: 0.085821, Redshift: 10.6522, Systemstep: 0.000385091, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 479, TimeBin=19, Time: 0.0862079, Redshift: 10.5999, Systemstep: 0.000386827, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 480, TimeBin=19, Time: 0.0865964, Redshift: 10.5478, Systemstep: 0.00038857, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 481, TimeBin=19, Time: 0.0869868, Redshift: 10.496, Systemstep: 0.000390322, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 482, TimeBin=19, Time: 0.0873788, Redshift: 10.4444, Systemstep: 0.000392081, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 483, TimeBin=19, Time: 0.0877727, Redshift: 10.3931, Systemstep: 0.000393848, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 484, TimeBin=19, Time: 0.0881683, Redshift: 10.3419, Systemstep: 0.000395623, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 485, TimeBin=19, Time: 0.0885657, Redshift: 10.2911, Systemstep: 0.000397407, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 486, TimeBin=19, Time: 0.0889649, Redshift: 10.2404, Systemstep: 0.000399198, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 487, TimeBin=19, Time: 0.0893659, Redshift: 10.1899, Systemstep: 0.000400997, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 488, TimeBin=19, Time: 0.0897687, Redshift: 10.1397, Systemstep: 0.000402805, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 489, TimeBin=19, Time: 0.0901733, Redshift: 10.0898, Systemstep: 0.00040462, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 490, TimeBin=19, Time: 0.0905798, Redshift: 10.04, Systemstep: 0.000406444, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 491, TimeBin=19, Time: 0.0909881, Redshift: 9.99045, Systemstep: 0.000408276, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 492, TimeBin=19, Time: 0.0913982, Redshift: 9.94114, Systemstep: 0.000410116, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 493, TimeBin=19, Time: 0.0918101, Redshift: 9.89204, Systemstep: 0.000411965, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 494, TimeBin=19, Time: 0.092224, Redshift: 9.84317, Systemstep: 0.000413822, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 495, TimeBin=19, Time: 0.0926396, Redshift: 9.79451, Systemstep: 0.000415687, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 496, TimeBin=19, Time: 0.0930572, Redshift: 9.74608, Systemstep: 0.000417561, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 497, TimeBin=19, Time: 0.0934766, Redshift: 9.69786, Systemstep: 0.000419443, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 498, TimeBin=19, Time: 0.093898, Redshift: 9.64986, Systemstep: 0.000421333, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 499, TimeBin=19, Time: 0.0943212, Redshift: 9.60207, Systemstep: 0.000423232, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 500, TimeBin=19, Time: 0.0947464, Redshift: 9.5545, Systemstep: 0.00042514, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 501, TimeBin=19, Time: 0.0951734, Redshift: 9.50714, Systemstep: 0.000427056, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 502, TimeBin=19, Time: 0.0956024, Redshift: 9.45999, Systemstep: 0.000428981, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 503, TimeBin=19, Time: 0.0960333, Redshift: 9.41305, Systemstep: 0.000430915, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 504, TimeBin=19, Time: 0.0964662, Redshift: 9.36633, Systemstep: 0.000432857, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 505, TimeBin=19, Time: 0.096901, Redshift: 9.31981, Systemstep: 0.000434808, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 506, TimeBin=19, Time: 0.0973377, Redshift: 9.27351, Systemstep: 0.000436768, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 507, TimeBin=19, Time: 0.0977765, Redshift: 9.22741, Systemstep: 0.000438737, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 508, TimeBin=19, Time: 0.0982172, Redshift: 9.18152, Systemstep: 0.000440714, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 509, TimeBin=19, Time: 0.0986599, Redshift: 9.13583, Systemstep: 0.000442701, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 510, TimeBin=19, Time: 0.0991046, Redshift: 9.09035, Systemstep: 0.000444696, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 511, TimeBin=19, Time: 0.0995513, Redshift: 9.04507, Systemstep: 0.0004467, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 512, TimeBin=19, Time: 0.1, Redshift: 9, Systemstep: 0.000448714, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 513, TimeBin=19, Time: 0.100451, Redshift: 8.95513, Systemstep: 0.000450736, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 514, TimeBin=19, Time: 0.100904, Redshift: 8.91046, Systemstep: 0.000452768, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 515, TimeBin=19, Time: 0.101358, Redshift: 8.86599, Systemstep: 0.000454809, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 516, TimeBin=19, Time: 0.101815, Redshift: 8.82172, Systemstep: 0.000456859, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 517, TimeBin=19, Time: 0.102274, Redshift: 8.77765, Systemstep: 0.000458918, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 518, TimeBin=19, Time: 0.102735, Redshift: 8.73377, Systemstep: 0.000460987, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 519, TimeBin=19, Time: 0.103198, Redshift: 8.6901, Systemstep: 0.000463064, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 520, TimeBin=19, Time: 0.103663, Redshift: 8.64662, Systemstep: 0.000465152, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 521, TimeBin=19, Time: 0.104131, Redshift: 8.60333, Systemstep: 0.000467248, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 522, TimeBin=19, Time: 0.1046, Redshift: 8.56024, Systemstep: 0.000469354, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 523, TimeBin=19, Time: 0.105071, Redshift: 8.51734, Systemstep: 0.00047147, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 524, TimeBin=19, Time: 0.105545, Redshift: 8.47464, Systemstep: 0.000473595, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 525, TimeBin=19, Time: 0.106021, Redshift: 8.43212, Systemstep: 0.00047573, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 526, TimeBin=19, Time: 0.106499, Redshift: 8.3898, Systemstep: 0.000477874, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 527, TimeBin=19, Time: 0.106979, Redshift: 8.34766, Systemstep: 0.000480028, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 528, TimeBin=19, Time: 0.107461, Redshift: 8.30572, Systemstep: 0.000482191, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 529, TimeBin=19, Time: 0.107945, Redshift: 8.26396, Systemstep: 0.000484365, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 530, TimeBin=19, Time: 0.108432, Redshift: 8.2224, Systemstep: 0.000486548, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 531, TimeBin=19, Time: 0.10892, Redshift: 8.18101, Systemstep: 0.000488741, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 532, TimeBin=19, Time: 0.109411, Redshift: 8.13982, Systemstep: 0.000490944, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 533, TimeBin=19, Time: 0.109905, Redshift: 8.09881, Systemstep: 0.000493157, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 534, TimeBin=19, Time: 0.1104, Redshift: 8.05798, Systemstep: 0.00049538, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 535, TimeBin=19, Time: 0.110898, Redshift: 8.01733, Systemstep: 0.000497613, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 536, TimeBin=19, Time: 0.111397, Redshift: 7.97687, Systemstep: 0.000499856, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 537, TimeBin=19, Time: 0.111899, Redshift: 7.93659, Systemstep: 0.000502109, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 538, TimeBin=19, Time: 0.112404, Redshift: 7.89649, Systemstep: 0.000504372, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 539, TimeBin=19, Time: 0.112911, Redshift: 7.85657, Systemstep: 0.000506645, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 540, TimeBin=19, Time: 0.113419, Redshift: 7.81683, Systemstep: 0.000508929, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 541, TimeBin=19, Time: 0.113931, Redshift: 7.77727, Systemstep: 0.000511223, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 542, TimeBin=19, Time: 0.114444, Redshift: 7.73788, Systemstep: 0.000513527, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 543, TimeBin=19, Time: 0.11496, Redshift: 7.69868, Systemstep: 0.000515842, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 544, TimeBin=19, Time: 0.115478, Redshift: 7.65964, Systemstep: 0.000518167, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 545, TimeBin=19, Time: 0.115999, Redshift: 7.62079, Systemstep: 0.000520502, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 546, TimeBin=19, Time: 0.116522, Redshift: 7.5821, Systemstep: 0.000522848, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 547, TimeBin=19, Time: 0.117047, Redshift: 7.54359, Systemstep: 0.000525205, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 548, TimeBin=19, Time: 0.117574, Redshift: 7.50526, Systemstep: 0.000527572, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 549, TimeBin=19, Time: 0.118104, Redshift: 7.46709, Systemstep: 0.00052995, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 550, TimeBin=19, Time: 0.118637, Redshift: 7.4291, Systemstep: 0.000532339, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 551, TimeBin=19, Time: 0.119171, Redshift: 7.39128, Systemstep: 0.000534738, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 552, TimeBin=19, Time: 0.119709, Redshift: 7.35363, Systemstep: 0.000537149, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 553, TimeBin=19, Time: 0.120248, Redshift: 7.31614, Systemstep: 0.00053957, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 554, TimeBin=19, Time: 0.12079, Redshift: 7.27883, Systemstep: 0.000542002, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 555, TimeBin=19, Time: 0.121335, Redshift: 7.24168, Systemstep: 0.000544445, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 556, TimeBin=19, Time: 0.121881, Redshift: 7.2047, Systemstep: 0.000546899, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 557, TimeBin=19, Time: 0.122431, Redshift: 7.16788, Systemstep: 0.000549364, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 558, TimeBin=19, Time: 0.122983, Redshift: 7.13123, Systemstep: 0.00055184, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 559, TimeBin=19, Time: 0.123537, Redshift: 7.09474, Systemstep: 0.000554327, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 560, TimeBin=19, Time: 0.124094, Redshift: 7.05842, Systemstep: 0.000556826, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 561, TimeBin=19, Time: 0.124653, Redshift: 7.02226, Systemstep: 0.000559336, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 562, TimeBin=19, Time: 0.125215, Redshift: 6.98627, Systemstep: 0.000561857, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 563, TimeBin=19, Time: 0.125779, Redshift: 6.95043, Systemstep: 0.000564389, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 564, TimeBin=19, Time: 0.126346, Redshift: 6.91476, Systemstep: 0.000566933, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 565, TimeBin=19, Time: 0.126916, Redshift: 6.87924, Systemstep: 0.000569489, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 566, TimeBin=19, Time: 0.127488, Redshift: 6.84389, Systemstep: 0.000572056, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 567, TimeBin=19, Time: 0.128062, Redshift: 6.80869, Systemstep: 0.000574634, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 568, TimeBin=19, Time: 0.12864, Redshift: 6.77365, Systemstep: 0.000577224, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 569, TimeBin=19, Time: 0.12922, Redshift: 6.73877, Systemstep: 0.000579826, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 570, TimeBin=19, Time: 0.129802, Redshift: 6.70404, Systemstep: 0.000582439, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 571, TimeBin=19, Time: 0.130387, Redshift: 6.66947, Systemstep: 0.000585065, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 572, TimeBin=19, Time: 0.130975, Redshift: 6.63506, Systemstep: 0.000587702, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 573, TimeBin=19, Time: 0.131565, Redshift: 6.6008, Systemstep: 0.000590351, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 574, TimeBin=19, Time: 0.132158, Redshift: 6.5667, Systemstep: 0.000593012, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 575, TimeBin=19, Time: 0.132754, Redshift: 6.53274, Systemstep: 0.000595685, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 576, TimeBin=19, Time: 0.133352, Redshift: 6.49894, Systemstep: 0.00059837, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 577, TimeBin=19, Time: 0.133953, Redshift: 6.46529, Systemstep: 0.000601067, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 578, TimeBin=19, Time: 0.134557, Redshift: 6.4318, Systemstep: 0.000603776, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 579, TimeBin=19, Time: 0.135163, Redshift: 6.39845, Systemstep: 0.000606497, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 580, TimeBin=19, Time: 0.135773, Redshift: 6.36525, Systemstep: 0.000609231, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 581, TimeBin=19, Time: 0.136385, Redshift: 6.3322, Systemstep: 0.000611977, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 582, TimeBin=19, Time: 0.136999, Redshift: 6.2993, Systemstep: 0.000614735, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 583, TimeBin=19, Time: 0.137617, Redshift: 6.26655, Systemstep: 0.000617506, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 584, TimeBin=19, Time: 0.138237, Redshift: 6.23394, Systemstep: 0.00062029, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 585, TimeBin=19, Time: 0.13886, Redshift: 6.20148, Systemstep: 0.000623086, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 586, TimeBin=19, Time: 0.139486, Redshift: 6.16917, Systemstep: 0.000625894, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 587, TimeBin=19, Time: 0.140115, Redshift: 6.137, Systemstep: 0.000628715, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 588, TimeBin=19, Time: 0.140746, Redshift: 6.10497, Systemstep: 0.000631549, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 589, TimeBin=19, Time: 0.141381, Redshift: 6.07309, Systemstep: 0.000634396, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 590, TimeBin=19, Time: 0.142018, Redshift: 6.04136, Systemstep: 0.000637255, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 591, TimeBin=19, Time: 0.142658, Redshift: 6.00976, Systemstep: 0.000640127, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 592, TimeBin=19, Time: 0.143301, Redshift: 5.97831, Systemstep: 0.000643013, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 593, TimeBin=19, Time: 0.143947, Redshift: 5.94699, Systemstep: 0.000645911, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 594, TimeBin=19, Time: 0.144596, Redshift: 5.91582, Systemstep: 0.000648822, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 595, TimeBin=19, Time: 0.145248, Redshift: 5.88479, Systemstep: 0.000651747, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 596, TimeBin=19, Time: 0.145902, Redshift: 5.8539, Systemstep: 0.000654684, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 597, TimeBin=19, Time: 0.14656, Redshift: 5.82314, Systemstep: 0.000657635, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 598, TimeBin=19, Time: 0.147221, Redshift: 5.79253, Systemstep: 0.0006606, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 599, TimeBin=19, Time: 0.147884, Redshift: 5.76205, Systemstep: 0.000663577, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 600, TimeBin=19, Time: 0.148551, Redshift: 5.7317, Systemstep: 0.000666568, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 601, TimeBin=19, Time: 0.14922, Redshift: 5.7015, Systemstep: 0.000669573, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 602, TimeBin=19, Time: 0.149893, Redshift: 5.67143, Systemstep: 0.000672591, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 603, TimeBin=19, Time: 0.150569, Redshift: 5.64149, Systemstep: 0.000675622, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 604, TimeBin=19, Time: 0.151247, Redshift: 5.61169, Systemstep: 0.000678667, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 605, TimeBin=19, Time: 0.151929, Redshift: 5.58202, Systemstep: 0.000681726, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 606, TimeBin=19, Time: 0.152614, Redshift: 5.55249, Systemstep: 0.000684799, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 607, TimeBin=19, Time: 0.153302, Redshift: 5.52309, Systemstep: 0.000687886, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 608, TimeBin=19, Time: 0.153993, Redshift: 5.49382, Systemstep: 0.000690986, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 609, TimeBin=19, Time: 0.154687, Redshift: 5.46468, Systemstep: 0.000694101, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 610, TimeBin=19, Time: 0.155384, Redshift: 5.43567, Systemstep: 0.00069723, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 611, TimeBin=19, Time: 0.156084, Redshift: 5.40679, Systemstep: 0.000700372, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 612, TimeBin=19, Time: 0.156788, Redshift: 5.37804, Systemstep: 0.000703529, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 613, TimeBin=19, Time: 0.157495, Redshift: 5.34942, Systemstep: 0.0007067, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 614, TimeBin=19, Time: 0.158204, Redshift: 5.32093, Systemstep: 0.000709885, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 615, TimeBin=19, Time: 0.158918, Redshift: 5.29257, Systemstep: 0.000713085, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 616, TimeBin=19, Time: 0.159634, Redshift: 5.26434, Systemstep: 0.000716299, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 617, TimeBin=19, Time: 0.160353, Redshift: 5.23623, Systemstep: 0.000719528, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 618, TimeBin=19, Time: 0.161076, Redshift: 5.20824, Systemstep: 0.000722771, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 619, TimeBin=19, Time: 0.161802, Redshift: 5.18039, Systemstep: 0.000726029, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 620, TimeBin=19, Time: 0.162531, Redshift: 5.15265, Systemstep: 0.000729301, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 621, TimeBin=19, Time: 0.163264, Redshift: 5.12505, Systemstep: 0.000732589, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 622, TimeBin=19, Time: 0.164, Redshift: 5.09756, Systemstep: 0.000735891, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 623, TimeBin=19, Time: 0.164739, Redshift: 5.0702, Systemstep: 0.000739208, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 624, TimeBin=19, Time: 0.165482, Redshift: 5.04296, Systemstep: 0.000742539, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 625, TimeBin=19, Time: 0.166228, Redshift: 5.01585, Systemstep: 0.000745886, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 626, TimeBin=19, Time: 0.166977, Redshift: 4.98885, Systemstep: 0.000749248, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 627, TimeBin=19, Time: 0.167729, Redshift: 4.96198, Systemstep: 0.000752625, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 628, TimeBin=19, Time: 0.168485, Redshift: 4.93523, Systemstep: 0.000756018, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 629, TimeBin=19, Time: 0.169245, Redshift: 4.9086, Systemstep: 0.000759425, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 630, TimeBin=19, Time: 0.170008, Redshift: 4.88208, Systemstep: 0.000762848, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 631, TimeBin=19, Time: 0.170774, Redshift: 4.85569, Systemstep: 0.000766287, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 632, TimeBin=19, Time: 0.171544, Redshift: 4.82942, Systemstep: 0.000769741, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 633, TimeBin=19, Time: 0.172317, Redshift: 4.80326, Systemstep: 0.00077321, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 634, TimeBin=19, Time: 0.173094, Redshift: 4.77722, Systemstep: 0.000776695, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 635, TimeBin=19, Time: 0.173874, Redshift: 4.75129, Systemstep: 0.000780196, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 636, TimeBin=19, Time: 0.174658, Redshift: 4.72549, Systemstep: 0.000783713, Dloga: 0.00449724, Nsync-grv:      10648, Nsync-hyd:          0

