
Sync-Point 0, TimeBin=0, Time: 0.01, Redshift: 99, Systemstep: 0, Dloga: 0, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 989, TimeBin=19, Time: 0.347549, Redshift: 1.87729, Systemstep: 0.000390533, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 990, TimeBin=18, Time: 0.348331, Redshift: 1.87083, Systemstep: 0.000782384, Dloga: 0.00224862, Nsync-grv:        224, Nsync-hyd:          0

Sync-Point 991, TimeBin=19, Time: 0.349115, Redshift: 1.86438, Systemstep: 0.000784145, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 992, TimeBin=17, Time: 0.349508, Redshift: 1.86117, Systemstep: 0.000392734, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 993, TimeBin=18, Time: 0.349901, Redshift: 1.85795, Systemstep: 0.000393176, Dloga: 0.00112431, Nsync-grv:        226, Nsync-hyd:          0

Sync-Point 994, TimeBin=17, Time: 0.350295, Redshift: 1.85474, Systemstep: 0.000393618, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 995, TimeBin=19, Time: 0.350689, Redshift: 1.85153, Systemstep: 0.000394061, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 996, TimeBin=17, Time: 0.351083, Redshift: 1.84833, Systemstep: 0.000394504, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 997, TimeBin=18, Time: 0.351478, Redshift: 1.84513, Systemstep: 0.000394948, Dloga: 0.00112431, Nsync-grv:        240, Nsync-hyd:          0

Sync-Point 998, TimeBin=17, Time: 0.351874, Redshift: 1.84193, Systemstep: 0.000395392, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 999, TimeBin=19, Time: 0.352269, Redshift: 1.83874, Systemstep: 0.000395837, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1000, TimeBin=17, Time: 0.352666, Redshift: 1.83555, Systemstep: 0.000396283, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1001, TimeBin=18, Time: 0.353062, Redshift: 1.83236, Systemstep: 0.000396728, Dloga: 0.00112431, Nsync-grv:        242, Nsync-hyd:          0

Sync-Point 1002, TimeBin=17, Time: 0.35346, Redshift: 1.82918, Systemstep: 0.000397175, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1003, TimeBin=19, Time: 0.353857, Redshift: 1.826, Systemstep: 0.000397621, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1004, TimeBin=17, Time: 0.354255, Redshift: 1.82282, Systemstep: 0.000398069, Dloga: 0.00112431, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1005, TimeBin=18, Time: 0.354654, Redshift: 1.81965, Systemstep: 0.000398516, Dloga: 0.00112431, Nsync-grv:        241, Nsync-hyd:          0

Sync-Point 1006, TimeBin=17, Time: 0.355053, Redshift: 1.81648, Systemstep: 0.000398965, Dloga: 0.00112431, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1007, TimeBin=19, Time: 0.355452, Redshift: 1.81332, Systemstep: 0.000399414, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1008, TimeBin=17, Time: 0.355852, Redshift: 1.81016, Systemstep: 0.000399863, Dloga: 0.00112431, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1009, TimeBin=18, Time: 0.356252, Redshift: 1.807, Systemstep: 0.000400313, Dloga: 0.00112431, Nsync-grv:        246, Nsync-hyd:          0

Sync-Point 1010, TimeBin=17, Time: 0.356653, Redshift: 1.80384, Systemstep: 0.000400763, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1011, TimeBin=19, Time: 0.357054, Redshift: 1.80069, Systemstep: 0.000401214, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1012, TimeBin=17, Time: 0.357456, Redshift: 1.79755, Systemstep: 0.000401665, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1013, TimeBin=18, Time: 0.357858, Redshift: 1.7944, Systemstep: 0.000402117, Dloga: 0.00112431, Nsync-grv:        251, Nsync-hyd:          0

Sync-Point 1014, TimeBin=17, Time: 0.358261, Redshift: 1.79126, Systemstep: 0.000402569, Dloga: 0.00112431, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1015, TimeBin=19, Time: 0.358664, Redshift: 1.78813, Systemstep: 0.000403022, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1016, TimeBin=17, Time: 0.359067, Redshift: 1.78499, Systemstep: 0.000403476, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1017, TimeBin=18, Time: 0.359471, Redshift: 1.78186, Systemstep: 0.00040393, Dloga: 0.00112431, Nsync-grv:        246, Nsync-hyd:          0

Sync-Point 1018, TimeBin=17, Time: 0.359876, Redshift: 1.77874, Systemstep: 0.000404384, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1019, TimeBin=19, Time: 0.36028, Redshift: 1.77562, Systemstep: 0.000404839, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1020, TimeBin=17, Time: 0.360686, Redshift: 1.7725, Systemstep: 0.000405294, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1021, TimeBin=18, Time: 0.361091, Redshift: 1.76938, Systemstep: 0.00040575, Dloga: 0.00112431, Nsync-grv:        241, Nsync-hyd:          0

Sync-Point 1022, TimeBin=17, Time: 0.361498, Redshift: 1.76627, Systemstep: 0.000406207, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1023, TimeBin=19, Time: 0.361904, Redshift: 1.76316, Systemstep: 0.000406664, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1024, TimeBin=17, Time: 0.362311, Redshift: 1.76006, Systemstep: 0.000407121, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1025, TimeBin=18, Time: 0.362719, Redshift: 1.75696, Systemstep: 0.000407579, Dloga: 0.00112431, Nsync-grv:        243, Nsync-hyd:          0

Sync-Point 1026, TimeBin=17, Time: 0.363127, Redshift: 1.75386, Systemstep: 0.000408038, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1027, TimeBin=19, Time: 0.363536, Redshift: 1.75076, Systemstep: 0.000408497, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1028, TimeBin=17, Time: 0.363944, Redshift: 1.74767, Systemstep: 0.000408956, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1029, TimeBin=18, Time: 0.364354, Redshift: 1.74458, Systemstep: 0.000409416, Dloga: 0.00112431, Nsync-grv:        255, Nsync-hyd:          0

Sync-Point 1030, TimeBin=19, Time: 0.365174, Redshift: 1.73842, Systemstep: 0.000820215, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1031, TimeBin=18, Time: 0.365996, Redshift: 1.73227, Systemstep: 0.000822061, Dloga: 0.00224862, Nsync-grv:        263, Nsync-hyd:          0

Sync-Point 1032, TimeBin=19, Time: 0.36682, Redshift: 1.72613, Systemstep: 0.000823912, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1033, TimeBin=18, Time: 0.367646, Redshift: 1.72001, Systemstep: 0.000825766, Dloga: 0.00224862, Nsync-grv:        264, Nsync-hyd:          0

Sync-Point 1034, TimeBin=19, Time: 0.368473, Redshift: 1.7139, Systemstep: 0.000827625, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1035, TimeBin=18, Time: 0.369303, Redshift: 1.7078, Systemstep: 0.000829488, Dloga: 0.00224862, Nsync-grv:        267, Nsync-hyd:          0

Sync-Point 1036, TimeBin=19, Time: 0.370134, Redshift: 1.70172, Systemstep: 0.000831356, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1037, TimeBin=18, Time: 0.370968, Redshift: 1.69565, Systemstep: 0.000833227, Dloga: 0.00224862, Nsync-grv:        280, Nsync-hyd:          0

Sync-Point 1038, TimeBin=19, Time: 0.371803, Redshift: 1.6896, Systemstep: 0.000835103, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1039, TimeBin=18, Time: 0.37264, Redshift: 1.68356, Systemstep: 0.000836983, Dloga: 0.00224862, Nsync-grv:        288, Nsync-hyd:          0

Sync-Point 1040, TimeBin=19, Time: 0.373479, Redshift: 1.67753, Systemstep: 0.000838867, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1041, TimeBin=18, Time: 0.374319, Redshift: 1.67152, Systemstep: 0.000840756, Dloga: 0.00224862, Nsync-grv:        301, Nsync-hyd:          0

Sync-Point 1042, TimeBin=19, Time: 0.375162, Redshift: 1.66552, Systemstep: 0.000842648, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1043, TimeBin=18, Time: 0.376006, Redshift: 1.65953, Systemstep: 0.000844545, Dloga: 0.00224862, Nsync-grv:        313, Nsync-hyd:          0

Sync-Point 1044, TimeBin=19, Time: 0.376853, Redshift: 1.65356, Systemstep: 0.000846446, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1045, TimeBin=18, Time: 0.377701, Redshift: 1.6476, Systemstep: 0.000848352, Dloga: 0.00224862, Nsync-grv:        308, Nsync-hyd:          0

Sync-Point 1046, TimeBin=17, Time: 0.378126, Redshift: 1.64462, Systemstep: 0.000424892, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1047, TimeBin=19, Time: 0.378552, Redshift: 1.64165, Systemstep: 0.00042537, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1048, TimeBin=17, Time: 0.378977, Redshift: 1.63868, Systemstep: 0.000425848, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1049, TimeBin=18, Time: 0.379404, Redshift: 1.63571, Systemstep: 0.000426327, Dloga: 0.00112431, Nsync-grv:        330, Nsync-hyd:          0

Sync-Point 1050, TimeBin=17, Time: 0.379831, Redshift: 1.63275, Systemstep: 0.000426807, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1051, TimeBin=19, Time: 0.380258, Redshift: 1.62979, Systemstep: 0.000427287, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1052, TimeBin=18, Time: 0.381114, Redshift: 1.62389, Systemstep: 0.000856017, Dloga: 0.00224862, Nsync-grv:        330, Nsync-hyd:          0

Sync-Point 1053, TimeBin=19, Time: 0.381972, Redshift: 1.61799, Systemstep: 0.000857944, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1054, TimeBin=17, Time: 0.382401, Redshift: 1.61505, Systemstep: 0.000429696, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1055, TimeBin=18, Time: 0.382832, Redshift: 1.61211, Systemstep: 0.000430179, Dloga: 0.00112431, Nsync-grv:        330, Nsync-hyd:          0

Sync-Point 1056, TimeBin=19, Time: 0.383693, Redshift: 1.60625, Systemstep: 0.000861811, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1057, TimeBin=18, Time: 0.384557, Redshift: 1.60039, Systemstep: 0.000863751, Dloga: 0.00224862, Nsync-grv:        327, Nsync-hyd:          0

Sync-Point 1058, TimeBin=19, Time: 0.385423, Redshift: 1.59455, Systemstep: 0.000865695, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1059, TimeBin=18, Time: 0.386291, Redshift: 1.58873, Systemstep: 0.000867644, Dloga: 0.00224862, Nsync-grv:        329, Nsync-hyd:          0

Sync-Point 1060, TimeBin=19, Time: 0.38716, Redshift: 1.58291, Systemstep: 0.000869597, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1061, TimeBin=17, Time: 0.387596, Redshift: 1.58001, Systemstep: 0.000435532, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1062, TimeBin=18, Time: 0.388032, Redshift: 1.57711, Systemstep: 0.000436022, Dloga: 0.00112431, Nsync-grv:        331, Nsync-hyd:          0

Sync-Point 1063, TimeBin=17, Time: 0.388468, Redshift: 1.57421, Systemstep: 0.000436513, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1064, TimeBin=19, Time: 0.388905, Redshift: 1.57132, Systemstep: 0.000437004, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1065, TimeBin=17, Time: 0.389343, Redshift: 1.56843, Systemstep: 0.000437496, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1066, TimeBin=18, Time: 0.389781, Redshift: 1.56555, Systemstep: 0.000437988, Dloga: 0.00112431, Nsync-grv:        333, Nsync-hyd:          0

Sync-Point 1067, TimeBin=17, Time: 0.390219, Redshift: 1.56266, Systemstep: 0.00043848, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1068, TimeBin=19, Time: 0.390658, Redshift: 1.55978, Systemstep: 0.000438974, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1069, TimeBin=17, Time: 0.391098, Redshift: 1.55691, Systemstep: 0.000439468, Dloga: 0.00112431, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1070, TimeBin=18, Time: 0.391538, Redshift: 1.55403, Systemstep: 0.000439962, Dloga: 0.00112431, Nsync-grv:        349, Nsync-hyd:          0

Sync-Point 1071, TimeBin=17, Time: 0.391978, Redshift: 1.55116, Systemstep: 0.000440457, Dloga: 0.00112431, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1072, TimeBin=19, Time: 0.392419, Redshift: 1.5483, Systemstep: 0.000440952, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1073, TimeBin=17, Time: 0.39286, Redshift: 1.54543, Systemstep: 0.000441448, Dloga: 0.00112431, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1074, TimeBin=18, Time: 0.393302, Redshift: 1.54257, Systemstep: 0.000441945, Dloga: 0.00112431, Nsync-grv:        349, Nsync-hyd:          0

Sync-Point 1075, TimeBin=17, Time: 0.393745, Redshift: 1.53972, Systemstep: 0.000442442, Dloga: 0.00112431, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1076, TimeBin=19, Time: 0.394188, Redshift: 1.53686, Systemstep: 0.00044294, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1077, TimeBin=17, Time: 0.394631, Redshift: 1.53401, Systemstep: 0.000443438, Dloga: 0.00112431, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1078, TimeBin=18, Time: 0.395075, Redshift: 1.53116, Systemstep: 0.000443937, Dloga: 0.00112431, Nsync-grv:        362, Nsync-hyd:          0

Sync-Point 1079, TimeBin=17, Time: 0.39552, Redshift: 1.52832, Systemstep: 0.000444436, Dloga: 0.00112431, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1080, TimeBin=19, Time: 0.395964, Redshift: 1.52548, Systemstep: 0.000444936, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1081, TimeBin=17, Time: 0.39641, Redshift: 1.52264, Systemstep: 0.000445437, Dloga: 0.00112431, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1082, TimeBin=18, Time: 0.396856, Redshift: 1.51981, Systemstep: 0.000445938, Dloga: 0.00112431, Nsync-grv:        363, Nsync-hyd:          0

Sync-Point 1083, TimeBin=17, Time: 0.397302, Redshift: 1.51698, Systemstep: 0.00044644, Dloga: 0.00112431, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1084, TimeBin=19, Time: 0.397749, Redshift: 1.51415, Systemstep: 0.000446942, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1085, TimeBin=17, Time: 0.398197, Redshift: 1.51132, Systemstep: 0.000447445, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1086, TimeBin=18, Time: 0.398645, Redshift: 1.5085, Systemstep: 0.000447948, Dloga: 0.00112431, Nsync-grv:        373, Nsync-hyd:          0

Sync-Point 1087, TimeBin=17, Time: 0.399093, Redshift: 1.50568, Systemstep: 0.000448452, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1088, TimeBin=19, Time: 0.399542, Redshift: 1.50287, Systemstep: 0.000448956, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1089, TimeBin=18, Time: 0.400441, Redshift: 1.49724, Systemstep: 0.000899428, Dloga: 0.00224862, Nsync-grv:        364, Nsync-hyd:          0

Sync-Point 1090, TimeBin=19, Time: 0.401343, Redshift: 1.49163, Systemstep: 0.000901453, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1091, TimeBin=17, Time: 0.401794, Redshift: 1.48883, Systemstep: 0.000451487, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1092, TimeBin=18, Time: 0.402246, Redshift: 1.48604, Systemstep: 0.000451995, Dloga: 0.00112431, Nsync-grv:        382, Nsync-hyd:          0

Sync-Point 1093, TimeBin=19, Time: 0.403152, Redshift: 1.48045, Systemstep: 0.000905516, Dloga: 0.00224862, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1094, TimeBin=17, Time: 0.403605, Redshift: 1.47767, Systemstep: 0.000453522, Dloga: 0.00112431, Nsync-grv:          1, Nsync-hyd:          0

Sync-Point 1095, TimeBin=18, Time: 0.404059, Redshift: 1.47488, Systemstep: 0.000454032, Dloga: 0.00112431, Nsync-grv:        382, Nsync-hyd:          0

Sync-Point 1096, TimeBin=17, Time: 0.404514, Redshift: 1.4721, Systemstep: 0.000454543, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1097, TimeBin=19, Time: 0.404969, Redshift: 1.46932, Systemstep: 0.000455055, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1098, TimeBin=17, Time: 0.405425, Redshift: 1.46655, Systemstep: 0.000455566, Dloga: 0.00112431, Nsync-grv:          2, Nsync-hyd:          0

Sync-Point 1099, TimeBin=18, Time: 0.405881, Redshift: 1.46378, Systemstep: 0.000456079, Dloga: 0.00112431, Nsync-grv:        393, Nsync-hyd:          0

Sync-Point 1100, TimeBin=17, Time: 0.406337, Redshift: 1.46101, Systemstep: 0.000456592, Dloga: 0.00112431, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1101, TimeBin=19, Time: 0.406794, Redshift: 1.45824, Systemstep: 0.000457106, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1102, TimeBin=17, Time: 0.407252, Redshift: 1.45548, Systemstep: 0.00045762, Dloga: 0.00112431, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1103, TimeBin=18, Time: 0.40771, Redshift: 1.45272, Systemstep: 0.000458135, Dloga: 0.00112431, Nsync-grv:        402, Nsync-hyd:          0

Sync-Point 1104, TimeBin=17, Time: 0.408169, Redshift: 1.44997, Systemstep: 0.00045865, Dloga: 0.00112431, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1105, TimeBin=19, Time: 0.408628, Redshift: 1.44721, Systemstep: 0.000459166, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1106, TimeBin=17, Time: 0.409088, Redshift: 1.44446, Systemstep: 0.000459683, Dloga: 0.00112431, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1107, TimeBin=18, Time: 0.409548, Redshift: 1.44172, Systemstep: 0.0004602, Dloga: 0.00112431, Nsync-grv:        390, Nsync-hyd:          0

Sync-Point 1108, TimeBin=17, Time: 0.410009, Redshift: 1.43897, Systemstep: 0.000460717, Dloga: 0.00112431, Nsync-grv:          5, Nsync-hyd:          0

Sync-Point 1109, TimeBin=19, Time: 0.41047, Redshift: 1.43623, Systemstep: 0.000461236, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1110, TimeBin=17, Time: 0.410932, Redshift: 1.4335, Systemstep: 0.000461755, Dloga: 0.00112431, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1111, TimeBin=18, Time: 0.411394, Redshift: 1.43076, Systemstep: 0.000462274, Dloga: 0.00112431, Nsync-grv:        411, Nsync-hyd:          0

Sync-Point 1112, TimeBin=17, Time: 0.411857, Redshift: 1.42803, Systemstep: 0.000462794, Dloga: 0.00112431, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1113, TimeBin=19, Time: 0.41232, Redshift: 1.4253, Systemstep: 0.000463315, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1114, TimeBin=17, Time: 0.412784, Redshift: 1.42258, Systemstep: 0.000463836, Dloga: 0.00112431, Nsync-grv:         11, Nsync-hyd:          0

Sync-Point 1115, TimeBin=18, Time: 0.413248, Redshift: 1.41985, Systemstep: 0.000464358, Dloga: 0.00112431, Nsync-grv:        428, Nsync-hyd:          0

Sync-Point 1116, TimeBin=17, Time: 0.413713, Redshift: 1.41713, Systemstep: 0.00046488, Dloga: 0.00112431, Nsync-grv:         11, Nsync-hyd:          0

Sync-Point 1117, TimeBin=19, Time: 0.414178, Redshift: 1.41442, Systemstep: 0.000465403, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1118, TimeBin=17, Time: 0.414644, Redshift: 1.41171, Systemstep: 0.000465926, Dloga: 0.00112431, Nsync-grv:         10, Nsync-hyd:          0

Sync-Point 1119, TimeBin=18, Time: 0.415111, Redshift: 1.409, Systemstep: 0.000466451, Dloga: 0.00112431, Nsync-grv:        421, Nsync-hyd:          0

Sync-Point 1120, TimeBin=17, Time: 0.415578, Redshift: 1.40629, Systemstep: 0.000466975, Dloga: 0.00112431, Nsync-grv:         10, Nsync-hyd:          0

Sync-Point 1121, TimeBin=19, Time: 0.416045, Redshift: 1.40358, Systemstep: 0.000467501, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1122, TimeBin=17, Time: 0.416513, Redshift: 1.40088, Systemstep: 0.000468027, Dloga: 0.00112431, Nsync-grv:         10, Nsync-hyd:          0

Sync-Point 1123, TimeBin=18, Time: 0.416982, Redshift: 1.39819, Systemstep: 0.000468553, Dloga: 0.00112431, Nsync-grv:        416, Nsync-hyd:          0

Sync-Point 1124, TimeBin=17, Time: 0.417451, Redshift: 1.39549, Systemstep: 0.00046908, Dloga: 0.00112431, Nsync-grv:         10, Nsync-hyd:          0

Sync-Point 1125, TimeBin=19, Time: 0.417921, Redshift: 1.3928, Systemstep: 0.000469608, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1126, TimeBin=17, Time: 0.418391, Redshift: 1.39011, Systemstep: 0.000470136, Dloga: 0.00112431, Nsync-grv:         10, Nsync-hyd:          0

Sync-Point 1127, TimeBin=18, Time: 0.418861, Redshift: 1.38742, Systemstep: 0.000470665, Dloga: 0.00112431, Nsync-grv:        410, Nsync-hyd:          0

Sync-Point 1128, TimeBin=17, Time: 0.419333, Redshift: 1.38474, Systemstep: 0.000471194, Dloga: 0.00112431, Nsync-grv:         10, Nsync-hyd:          0

Sync-Point 1129, TimeBin=19, Time: 0.419804, Redshift: 1.38206, Systemstep: 0.000471725, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1130, TimeBin=17, Time: 0.420277, Redshift: 1.37939, Systemstep: 0.000472255, Dloga: 0.00112431, Nsync-grv:          7, Nsync-hyd:          0

Sync-Point 1131, TimeBin=18, Time: 0.420749, Redshift: 1.37671, Systemstep: 0.000472786, Dloga: 0.00112431, Nsync-grv:        433, Nsync-hyd:          0

Sync-Point 1132, TimeBin=17, Time: 0.421223, Redshift: 1.37404, Systemstep: 0.000473318, Dloga: 0.00112431, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1133, TimeBin=19, Time: 0.421697, Redshift: 1.37137, Systemstep: 0.000473851, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1134, TimeBin=17, Time: 0.422171, Redshift: 1.36871, Systemstep: 0.000474384, Dloga: 0.00112431, Nsync-grv:          6, Nsync-hyd:          0

Sync-Point 1135, TimeBin=18, Time: 0.422646, Redshift: 1.36605, Systemstep: 0.000474918, Dloga: 0.00112431, Nsync-grv:        451, Nsync-hyd:          0

Sync-Point 1136, TimeBin=17, Time: 0.423121, Redshift: 1.36339, Systemstep: 0.000475452, Dloga: 0.00112431, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1137, TimeBin=19, Time: 0.423597, Redshift: 1.36073, Systemstep: 0.000475987, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1138, TimeBin=17, Time: 0.424074, Redshift: 1.35808, Systemstep: 0.000476522, Dloga: 0.00112431, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1139, TimeBin=18, Time: 0.424551, Redshift: 1.35543, Systemstep: 0.000477058, Dloga: 0.00112431, Nsync-grv:        471, Nsync-hyd:          0

Sync-Point 1140, TimeBin=17, Time: 0.425028, Redshift: 1.35278, Systemstep: 0.000477595, Dloga: 0.00112431, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1141, TimeBin=19, Time: 0.425507, Redshift: 1.35014, Systemstep: 0.000478132, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1142, TimeBin=17, Time: 0.425985, Redshift: 1.3475, Systemstep: 0.00047867, Dloga: 0.00112431, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1143, TimeBin=18, Time: 0.426464, Redshift: 1.34486, Systemstep: 0.000479208, Dloga: 0.00112431, Nsync-grv:        474, Nsync-hyd:          0

Sync-Point 1144, TimeBin=17, Time: 0.426944, Redshift: 1.34223, Systemstep: 0.000479747, Dloga: 0.00112431, Nsync-grv:          4, Nsync-hyd:          0

Sync-Point 1145, TimeBin=19, Time: 0.427424, Redshift: 1.33959, Systemstep: 0.000480287, Dloga: 0.00112431, Nsync-grv:      10648, Nsync-hyd:          0

Sync-Point 1146, TimeBin=17, Time: 0.427905, Redshift: 1.33697, Systemstep: 0.000480827, Dloga: 0.00112431, Nsync-grv:          3, Nsync-hyd:          0

Sync-Point 1147, TimeBin=18, Time: 0.428387, Redshift: 1.33434, Systemstep: 0.000481368, Dloga: 0.00112431, Nsync-grv:        461, Nsync-hyd:          0

